# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: python3 src/data/create_equipment_csv.py
EquipmentGameId|CardName|CanonicalEquipmentId|ClassIds|TalentIds|Cost|Defense|AbilityText|Types
EG864577d8d5|Driftwood Quiver|CE63277b939d|CLe8126c64c3||||**Riptide Specialization**  **Instant** - Destroy Driftwood Quiver: Put a card from your arsenal on the bottom of your deck.|Ranger, Equipment, Quiver
EGecd28a2566|Fisticuffs|CE326cdf08c5|CL46a808cfd5||||**Attack Reaction** - {r}{r}, destroy Fisticuffs: Target attack action card gains +1{p}.|Generic, Equipment, Arms
EG241d7c8744|Fleet Foot Sandals|CE4b256c461e|CL46a808cfd5||||**Attack Reaction** - Destroy Fleet Foot Sandals: Target attack with 1 or less base {p} gains **go again**.|Generic, Equipment, Legs
EG81c7b1f397|Flick Knives|CEff7e74788b|CLa055f8b49d, CL04a4fce796|||1|**Once per Turn Attack Reaction** - 0: Target dagger you control that isn't on the active chain link deals 1 damage to target hero. If damage is dealt this way, the dagger has hit. Destroy the dagger.  **Blade Break**|Assassin, Ninja, Equipment, Arms
EG394f34eb05|Mask of Malicious Manifestations|CE077388038c|CLa055f8b49d, CLe8126c64c3|||1|**Action** - {r}, put a card from your hand or arsenal on the bottom of your deck, destroy Mask of Malicious Manifestations: Reveal cards from the top of your deck until you reveal an attack action card. Put it into your hand, then shuffle. **Go again**  **Blade break**|Assassin, Ranger, Equipment, Head
EGc8c8181c74|Mask of Many Faces|CEcddd1b27f5|CL04a4fce796|||1|**Instant** - {r}, destroy Mask of Many Faces: Name a card. The next attack action card you play this turn gains that name.  **Blade Break**|Ninja, Equipment, Head
EG2c01c94123|Mask of Shifting Perspectives|CEa8e293784e|CLa055f8b49d, CL04a4fce796|||1|**Attack Reaction** - Destroy Mask of Shifting Perspectives: Whenever a dagger hits this turn, you may put a card from your hand on the bottom of your deck. If you do, draw a card.|Assassin, Ninja, Equipment, Head
EG26c06045de|Quiver of Abyssal Depths|CE9d7c988060|CLe8126c64c3||||**Instant** - {r}{r}{r}, destroy Quiver of Abyssal Depths: Shuffle up to 3 arrows with different names from your graveyard into your deck.|Ranger, Equipment, Quiver
EG9a6a09f5d4|Quiver of Rustling Leaves|CE7714298cb5|CLe8126c64c3||||**Instant** - {r}{r}{r}: Reveal the top card of your deck. If it's an arrow, put it face up into your arsenal and destroy Quiver of Rustling Leaves.|Ranger, Equipment, Quiver
EG85a39211be|Redback Shroud|CE7d920e6367|CLa055f8b49d|||1|While Redback Shroud is in your graveyard, at the start of your turn, you may destroy 2 Silver you control. If you do, equip Redback Shroud.  **Attack Reaction** - Destroy Redback Shroud: The next attack reaction card you play this turn costs {r} less to play.  **Battleworn**|Assassin, Equipment, Chest
EGfbec0d44da|Seeker's Gilet|CE0949a25221|CL46a808cfd5||||**Instant** - {r}, destroy Seeker's Gilet: Prevent the next 1 damage that would be dealt to your hero this turn. **Opt 1**|Generic, Equipment, Chest
EG216417c3c6|Seeker's Hood|CEc553fea5c4|CL46a808cfd5||||**Instant** - {r}, destroy Seeker's Hood: Prevent the next 1 damage that would be dealt to your hero this turn. **Opt 1**|Generic, Equipment, Head
EGf7042cf878|Seeker's Leggings|CE67270ba80d|CL46a808cfd5||||**Instant** - {r}, destroy Seeker's Leggings: Prevent the next 1 damage that would be dealt to your hero this turn. **Opt 1**|Generic, Equipment, Legs
EG911ac364af|Seeker's Mitts|CE868e345907|CL46a808cfd5||||**Instant** - {r}, destroy Seeker's Mitts: Prevent the next 1 damage that would be dealt to your hero this turn. **Opt 1**|Generic, Equipment, Arms
EG787a5145d7|Silken Gi|CE7b30a492af|CL46a808cfd5||||**Instant** - Destroy Silken Gi: The next attack action card you play this turn has -1{p} and costs {r} less to play.|Generic, Equipment, Chest
EGde0cde8b63|Threadbare Tunic|CE7bbdeb35d6|CL46a808cfd5||||**Instant** - Destroy Threadbare Tunic: Gain {r}. Activate this ability only if you have no cards in hand.|Generic, Equipment, Chest
EGb41a49e063|Toxic Tips|CE9b19661f00|CLa055f8b49d, CLe8126c64c3|||1|"**Action** - {r}, destroy Toxic Tips: The next attack action card you play this turn gains ""When this hits a hero, create a Frailty, Inertia, or Bloodrot Pox token under their control."" **Go again**  **Blade Break**"|Assassin, Ranger, Equipment, Arms
EG0f61a814ef|Trench of Sunken Treasure|CEf22b7d8f4b|CLe8126c64c3|||1|**Once per Turn Instant** - Put a face down card from your arsenal on the bottom of your deck: Gain {r}  **Arcane Barrier 1**  **Blade Break**|Ranger, Equipment, Chest
EGc9d8ec96df|Vambrace of Determination|CEacd7fbf5c1|CL46a808cfd5|||0|**Once per Turn Attack Reaction** - {r}: The next prevention effect that prevents {p} damage this turn, prevents 1 less of that damage.  When this defends, you may pay {r}. If you do, it gains +1{d} and **blade break**.|Generic, Equipment, Arms
EGa88e53f809|Wayfinder's Crest|CEc5d1ef5b37|CLe8126c64c3|||1|When you defend with Wayfinder's Crest, look at the top card of target hero's deck.  **Blade Break**|Ranger, Equipment, Head
EGfdd2eaa9a6|Bastion of Unity|CEc57a868441|CLf4c16fcffe|||1|**Unity** - When this defends together with a card from hand, this gets +1{d} until end of turn.  **Temper**|Warrior, Equipment, Off-Hand
EGdf1e484a97|Cloak of Darkness|CE65aab7113f||TLed9d3d832a|||If your hero would be dealt damage, you may banish this to prevent 2 of that damage.  **Blood Debt**|Shadow, Equipment, Chest
EG11e2679543|Dance of Darkness|CEdb44bf2fc3||TLed9d3d832a|||If your hero would be dealt damage, you may banish this to prevent 2 of that damage.  **Blood Debt**|Shadow, Equipment, Legs
EG928b03cdec|Diadem of Dreamstate|CEcfe786c49e|CLe7f74fadce||||Once per turn, when this or a non-token permanent you control with **ward** is destroyed, you may pay {r}. If you do, create a Ponder token.  **Ward 2**|Illusionist, Equipment, Head
EG0f697df28c|Dyadic Carapace|CE31af419fdc|CL7ddbb0abd6|||2|**Arcane Barrier 2**  **Temper**|Runeblade, Equipment, Chest
EGd19f2e58da|Empyrean Rapture|CEf38b6b6cfb|CLe7f74fadce|TLdfccc06f14|||If a card with Herald in its name has been put into your hero's soul during your turn, the first hero ability you activate that turn costs {r}{r} less to activate.  **Once per Turn Instant** - {r}: This gets **ward 1** until end of turn.|Light, Illusionist, Equipment, Chest
EGd1e0cb8227|Frontline Gauntlets|CE7f50e97ea8|CL46a808cfd5|||2|At the beginning of your end phase, put a -1{d} counter on this.  **Blade Break**|Generic, Equipment, Arms
EGefff9a04c6|Frontline Helm|CE4400a95722|CL46a808cfd5|||2|At the beginning of your end phase, put a -1{d} counter on this.  **Blade Break**|Generic, Equipment, Head
EG06e136f472|Frontline Legs|CE8062bf4d4b|CL46a808cfd5|||2|At the beginning of your end phase, put a -1{d} counter on this.  **Blade Break**|Generic, Equipment, Legs
EG64c9000a6b|Frontline Plating|CE8a8abab474|CL46a808cfd5|||2|At the beginning of your end phase, put a -1{d} counter on this.  **Blade Break**|Generic, Equipment, Chest
EG9243c9d967|Grasp of Darkness|CEbdc47be8b3||TLed9d3d832a|||If your hero would be dealt damage, you may banish this to prevent 2 of that damage.  **Blood Debt**|Shadow, Equipment, Arms
EGe57802f696|Grimoire of the Haunt|CEd5f55fd8e6|CL7ddbb0abd6|TLed9d3d832a|||**Instant** - {r}, banish this: Create an Eloquence token.  **Arcane Barrier 1**  **Blood Debt**|Shadow, Runeblade, Equipment, Off-Hand
EG34a25c963c|Ironsong Versus|CE869f66d6d3|CLf4c16fcffe|||2|"**Once per Turn Action** - **{r}:** Your next sword attack this turn gets ""When this hits a hero, create a Courage token.""  **Go again**  **Temper**"|Warrior, Equipment, Arms
EGdaaad48322|Radiant Flow|CE685584695a||TLdfccc06f14|||**Instant** - Banish this and a card from your hero's soul: Prevent the next 2 damage that would be dealt to your hero this turn.|Light, Equipment, Legs
EG06db0ec7be|Radiant Raiment|CEef3dd81c0f||TLdfccc06f14|||**Instant** - Banish this and a card from your hero's soul: Prevent the next 2 damage that would be dealt to your hero this turn.|Light, Equipment, Chest
EG20a6ec4d89|Radiant Touch|CEe372348b1c||TLdfccc06f14|||**Instant** - Banish this and a card from your hero's soul: Prevent the next 2 damage that would be dealt to your hero this turn.|Light, Equipment, Arms
EG3f68c47bf8|Radiant View|CE4d3f4816a0||TLdfccc06f14|||**Instant** - Banish this and a card from your hero's soul: Prevent the next 2 damage that would be dealt to your hero this turn.|Light, Equipment, Head
EG19ef3f12cc|Scowling Flesh Bag|CE8eb15210e6|CL48a111b581|||2|When this defends, **intimidate**.  **Blade Break**|Brute, Equipment, Head
EG5d884e4608|Shroud of Darkness|CEa1d6e9d82d||TLed9d3d832a|||If your hero would be dealt damage, you may banish this to prevent 2 of that damage.  **Blood Debt**|Shadow, Equipment, Head
EGd167031f45|Soulbond Resolve|CE55aef7b28a|CLf4c16fcffe|TLdfccc06f14||2|When this defends, you may **charge** your hero's soul.  The first time you would be dealt damage each turn, if you've **charged** this turn, prevent 1 of that damage.  **Temper**|Light, Warrior, Equipment, Chest
EGf6f2507fd4|Spoiled Skull|CEe33531e01a|CL48a111b581|TLed9d3d832a|||**Action** - {r}, banish this: Target 3 action cards with different names in your banished zone and chose one at random. You may play it this turn. **Go again**  **Arcane Barrier 1**  **Blood Debt**|Shadow, Brute, Equipment, Head
EGe6555e68d8|Bastion of Duty|CE918f38ddc8|CL8060afda51|||2|**Protect**  **Temper**|Guardian, Equipment, Off-Hand
EGa6b4f00e3f|Blood Scent|CE7c1548f441|CL04a4fce796|||1|**Instant** - Destroy this: Gain {r}. Activate this only if you've attacked with a Crouching Tiger this turn.  **Battleworn**|Ninja, Equipment, Chest
EG70cf9dd818|Civic Duty|CEc027811bf0|CL8060afda51|||2|Whenever this defends, create a Vigor token under another hero's control.  **Temper**|Guardian, Equipment, Chest
EGa6aad9d98b|Civic Guide|CE41dbd2a9ec|CL8060afda51|||2|Whenever this defends, create a Might token under another hero's control.  **Temper**|Guardian, Equipment, Arms
EG98b905c2c7|Civic Peak|CE026166089c|CL8060afda51|||2|Whenever this defends, another target hero draws a card.  **Temper**|Guardian, Equipment, Head
EG9d62925f2a|Civic Steps|CEc5cd290528|CL8060afda51|||2|Whenever this defends, create a Quicken token under another hero's control.  **Temper**|Guardian, Equipment, Legs
EGf8b401da55|Evo Energy Matrix|CE488798dafd|CLc2defff067||3|2|If you have a base chest equipped, **transform** it into this, then equip this.  Your Teklo Blaster costs {r} less to activate for each opposing hero.  **Battleworn**|Mechanologist, Action, Equipment, Evo, Chest
EG1374156713|Evo Rapid Fire|CE184117b36a|CLc2defff067||3|2|If you have a base legs equipped, **transform** it into this, then equip this.  Your Teklo Blaster attacks get **go again**.  **Battleworn**|Mechanologist, Action, Equipment, Evo, Legs
EG5794766c4f|Evo Scatter Shot|CEb7dfca367c|CLc2defff067||3|2|If you have a base arms equipped, **transform** it into this, then equip this.  Your Teklo Blaster gets +1{p} for each opposing hero.  **Battleworn**|Mechanologist, Action, Equipment, Evo, Arms
EGebae86b742|Evo Tekloscope|CEaaa47abb4b|CLc2defff067||3|2|If you have a base head equipped, **transform** it into this, then equip this.  Your Teklo Blaster attacks can target any opposing hero.  **Battleworn**|Mechanologist, Action, Equipment, Evo, Head
EGfa6fc9adf5|Fiddle-dee|CE1a0f83f8dd|CLc40cbb33be|||0|**Action** - Destroy this: Each hero creates a Might token.  **Go again**|Bard, Equipment, Arms
EGfe733709fd|Heart-throb|CE408475b6bd|CLc40cbb33be|||0|**Action** - Destroy this: Each hero creates a Vigor token.  **Go again**|Bard, Equipment, Chest
EG4d4415e77f|Mask of Three Tails|CE8ff9adebd3|CL04a4fce796|||0|**Instant** - Destroy this: Draw a card. Activate this ability only if you've hit 3 or more times this combat chain.|Ninja, Equipment, Head
EG643f51dea2|Nom de Plume|CE787253aedc|CLc40cbb33be|||0|**Action** - Destroy this: Each hero draws a card.  **Go again**|Bard, Equipment, Head
EG55ffd73e30|Pouncing Paws|CE6e972bd832|CL04a4fce796|||1|**Instant** - Destroy this: Create a Crouching Tiger in your banished zone. You may play it this turn.  **Battleworn**|Ninja, Equipment, Legs
EG540fe4057f|Proto Base Arms|CEc0709db9de|CLc2defff067|||||Mechanologist, Equipment, Base, Arms
EGc1b930f704|Proto Base Chest|CE54702f261a|CLc2defff067|||||Mechanologist, Equipment, Base, Chest
EG85c9f85aa7|Proto Base Head|CEd3c5dbbb17|CLc2defff067|||||Mechanologist, Equipment, Base, Head
EG9c3b2a681b|Proto Base Legs|CEbc7255b749|CLc2defff067|||||Mechanologist, Equipment, Base, Legs
EGed833bcb07|Quickstep|CE90ddaaf4c2|CLc40cbb33be|||0|**Action** - Destroy this: Each hero creates a Quicken token.  **Go again**|Bard, Equipment, Legs
EGd5d1d651ac|Adaptive Plating|CEaf5fd8c536|CLc2defff067|||1|**Modular**  **Action** - 0: Equip this to another equipment zone.  **Galvanize** - When this defends, you may destroy an item you control. If you do, this gets +2{d} until end of turn.  **Blade Break**|Mechanologist, Equipment
EG4fe832293f|Cogwerx Base Arms|CEf3d60d9cfa|CLc2defff067||||When this is equipped, put a steam counter on it.  **Once per Turn Instant** - {r}, remove a steam counter from this: Your next Mechanologist attack this turn gets +1{p}. Activate this ability only if you've **boosted** this turn.|Mechanologist, Equipment, Base, Arms
EGc4739edf23|Cogwerx Base Chest|CEa1826b0046|CLc2defff067||||When this is equipped, put a steam counter on it.  **Once per Turn Instant** - {r}, remove a steam counter from this: Gain {r}{r}. Activate this ability only if you've **boosted** this turn.|Mechanologist, Equipment, Base, Chest
EGe4f1e0a5de|Cogwerx Base Head|CEc2c766e85e|CLc2defff067||||When this is equipped, put a steam counter on it.  **Once per Turn Instant** - {r}, remove a steam counter from this: Shuffle a Mechanologist attack action card from your banished zone into your deck. Activate this ability only if you've **boosted** this turn.|Mechanologist, Equipment, Base, Head
EG5130e3fdc6|Cogwerx Base Legs|CE9583548f47|CLc2defff067||||When this is equipped, put a steam counter on it.  **Once per Turn Instant** - {r}, remove a steam counter from this: Gain 1 action point. Activate this ability only if you've **boosted** this turn.|Mechanologist, Equipment, Base, Legs
EG39d48ffa45|Evo Atom Breaker|CE2aa82d34c0|CLc2defff067||0|0|If you have a base chest equipped, **transform** it and X Hyper Drivers you control into this, then equip this. If you do, the next time you would be dealt damage this turn, prevent twice X of that damage.  Whenever you **boost**, you may destroy a card under this. If you do, gain {r}{r}.|Mechanologist, Instant, Equipment, Evo, Chest
EGad0eb2b24b|Evo Battery Pack|CE342bf75bd9|CLc2defff067||0|2|If you have a base chest equipped, **transform** it into this, then equip this.  **Once per Turn Instant** - Destroy a card under this: Put a steam counter on an item you control with crank.  **Blade Break**|Mechanologist, Action, Equipment, Evo, Chest
EG08c64e92e3|Evo Buzz Hive|CE15eb8408cf|CLc2defff067||0|0|If you have a base chest equipped, **transform** it into this, then equip this.  When this is equipped, gain {r}.|Mechanologist, Instant, Equipment, Evo, Chest
EG08192ed81e|Evo Charging Rods|CE91b6ab3141|CLc2defff067||0|2|If you have a base legs equipped, **transform** it into this, then equip this.  **Once per Turn Instant** - Destroy a card under this: Create a Quicken token.  **Blade Break**|Mechanologist, Action, Equipment, Evo, Legs
EGf9ab071236|Evo Circuit Breaker|CEb338e100ae|CLc2defff067||0|0|If you have a base head equipped, **transform** it and X Hyper Drivers you control into this, then equip this. If you do, the next time you would be dealt damage this turn, prevent twice X of that damage.  Whenever you **boost**, you may destroy a card under this. If you do, shuffle 2 attack action cards from your banished zone into your deck.|Mechanologist, Instant, Equipment, Evo, Head
EG22a1cb17e6|Evo Cogspitter|CEa46b5d0456|CLc2defff067||0|2|If you have a base arms equipped, **transform** it into this, then equip this.  **Once per Turn Instant** - Destroy a card under this: Put an item with cost 0 or 1 from your hand into the arena.  **Blade Break**|Mechanologist, Action, Equipment, Evo, Arms
EG629d15dc30|Evo Command Center|CEdea73e0d6c|CLc2defff067||3|3|"If you have a base head equipped, **transform** it into this, then equip this.  **Once per Turn Instant** - Destroy a card under this: Your next weapon attack this turn gets ""When this hits, draw a card.""   **Blade Break**"|Mechanologist, Action, Equipment, Evo, Head
EG19eeb11ded|Evo Data Mine|CEc0c8ae774a|CLc2defff067||0|2|If you have a base head equipped, **transform** it into this, then equip this.  **Once per Turn Instant** - Destroy a card under this: Draw a card, then put a card from your hand on top of your deck.  **Blade Break**|Mechanologist, Action, Equipment, Evo, Head
EGb45198dc6e|Evo Engine Room|CE735593d612|CLc2defff067||3|3|If you have a base chest equipped, **transform** it into this, then equip this.  **Once per Turn Instant** - Destroy a card under this: Your next weapon attack this turn costs {r} less to activate.  **Blade Break**|Mechanologist, Action, Equipment, Evo, Chest
EG1ef7f851f4|Evo Face Breaker|CE06ebfe536f|CLc2defff067||0|0|If you have a base arms equipped, **transform** it and X Hyper Drivers you control into this, then equip this. If you do, the next time you would be dealt damage this turn, prevent twice X of that damage.  Whenever you **boost** an attack action card, you may destroy a card under this. If you do, the attack gets +2{p}.|Mechanologist, Instant, Equipment, Evo, Arms
EG880c72667a|Evo Mach Breaker|CE1db20bfce8|CLc2defff067||0|0|If you have a base legs equipped, **transform** it and X Hyper Drivers you control into this, then equip this. If you do, the next time you would be dealt damage this turn, prevent twice X of that damage.  Whenever you **boost**, you may destroy a card under this. If you do, create a Quicken token.|Mechanologist, Instant, Equipment, Evo, Legs
EG0e5a508713|Evo Sentry Base Arms|CE85c6a103e1|CLc2defff067||2|2|If you have a base arms equipped, **transform** it into this, then equip this.  **Battleworn**|Mechanologist, Action, Equipment, Evo, Base, Arms
EGf92181feaf|Evo Sentry Base Chest|CE5890c2ae15|CLc2defff067||2|2|If you have a base chest equipped, **transform** it into this, then equip this.  **Battleworn**|Mechanologist, Action, Equipment, Evo, Base, Chest
EG545497620f|Evo Sentry Base Head|CE39257592cb|CLc2defff067||2|2|If you have a base head equipped, **transform** it into this, then equip this.  **Battleworn**|Mechanologist, Action, Equipment, Evo, Base, Head
EGd8e2764080|Evo Sentry Base Legs|CE5850bbd176|CLc2defff067||2|2|If you have a base legs equipped, **transform** it into this, then equip this.  **Battleworn**|Mechanologist, Action, Equipment, Evo, Base, Legs
EG88fe05f384|Evo Smoothbore|CEdd7ac643c0|CLc2defff067||3|3|If you have a base arms equipped, **transform** it into this, then equip this.  **Once per Turn Instant** - Destroy a card under this: Your next weapon attack this turn gets +1{p}.  **Blade Break**|Mechanologist, Action, Equipment, Evo, Arms
EG929dc2d1d6|Evo Steel Soul Controller|CE79e3b3a3a5|CLc2defff067||4|3|If you have base arms equipped, **transform** it into this, then equip this.  When this **transforms** from or into an Evo with a different name, you may put an attack action card with 6{p} from your graveyard into your deck fifth from the top. If that Evo is a hero, instead this triggers twice.  **Temper**|Mechanologist, Action, Equipment, Evo, Base, Arms
EG94d8a73fdc|Evo Steel Soul Memory|CE32566f85e9|CLc2defff067||4|3|If you have a base head equipped, **transform** it into this, then equip this.  When this **transforms** from or into an Evo with a different name, your hero gets +1{i} until end of turn. If that Evo is a hero, instead this triggers twice.  **Temper**|Mechanologist, Action, Equipment, Evo, Base, Head
EG0a496f4d34|Evo Steel Soul Processor|CE30e2677f67|CLc2defff067||4|3|If you have a base chest equipped, **transform** it into this, then equip this.  When this **transforms** from or into an Evo with a different name, gain {r}{r}{r}. If that Evo is a hero, instead this triggers twice.  **Temper**|Mechanologist, Action, Equipment, Evo, Base, Chest
EG264df8d1a3|Evo Steel Soul Tower|CEa1e8015c9c|CLc2defff067||4|3|If you have a base legs equipped, **transform** it into this, then equip this.  When this **transforms** from or into an Evo with a different name, gain 1 action point. If that Evo is a hero, instead this triggers twice.  **Temper**|Mechanologist, Action, Equipment, Evo, Base, Legs
EG263a580f9c|Evo Thruster|CE26f2a59dd2|CLc2defff067||3|3|If you have a base legs equipped, **transform** it into this, then equip this.  **Once per Turn Instant** - Destroy a card under this: You may attack an additional time with target weapon this turn.  **Blade Break**|Mechanologist, Action, Equipment, Evo, Legs
EG6c642d150a|Evo Whizz Bang|CE5f9fa779ef|CLc2defff067||0|0|If you have a base head equipped, **transform** it into this, then equip this.  When this is equipped, up to 1 target attack gets +1{p}.|Mechanologist, Instant, Equipment, Evo, Arms
EG6be7fca1b4|Evo Zip Line|CEd180109000|CLc2defff067||0|0|If you have a base legs equipped, **transform** it into this, then equip this.  When this is equipped, up to 1 target attack gets **go again**.|Mechanologist, Instant, Equipment, Evo, Legs
EG7b2f1f56bd|Evo Zoom Call|CEd15352846d|CLc2defff067||0|0|If you have a base head equipped, **transform** it into this, then equip this.  When this is equipped, you may banish a card from you hand. If you do, draw a card.|Mechanologist, Instant, Equipment, Evo, Head
EG80d061a623|Hyper-X3|CE300084bd5b|CLc2defff067|||1|Whenever you banish a Hyper Driver from **boosting**, put it under this.  Once per turn, when a Hyper Driver is put under this, if there are 3 or more Hyper Drivers under this, draw a card.  **Battleworn**|Mechanologist, Equipment, Head
EG536cfc5572|Shriek Razors|CE053c5eb925|CLa055f8b49d|||1|While this is in your graveyard, at the start of your turn, you may destroy 2 Silvers you control. If you do, equip this.  **Attack Reaction** - {r}{r}, destroy this: Target attack action card defending an Assassin attack gets -1{d}.  **Battleworn**|Assassin, Equipment, Arms
EGc398fe5320|Teklo Base Arms|CEbdda53f201|CLc2defff067|||1|**Blade Break**|Mechanologist, Equipment, Base, Arms
EGa5dc13546b|Teklo Base Chest|CE3266c704f3|CLc2defff067|||1|**Blade Break**|Mechanologist, Equipment, Base, Chest
EGb8c78ac78d|Teklo Base Head|CEe6db91f539|CLc2defff067|||1|**Blade Break**|Mechanologist, Equipment, Base, Head
EGf0c1bdf0bf|Teklo Base Legs|CE34942ba802|CLc2defff067|||1|**Blade Break**|Mechanologist, Equipment, Base, Legs
EGdb2df6e79d|Teklovossen, the Mechropotent|CE7fab5305aa|CLc2defff067|TLed9d3d832a||6|**Action** - {r}{r}{r}, banish 2 cards from your soul: **Attack**  Whenever this attacks a hero, they discard a card.  Your Mechanologist attack action cards get **go again**.  This counts as having 4 Evos equipped.  **Battleworn**|Shadow, Mechanologist, Demi-Hero, Equipment, Evo
EGc4aa84dabb|Warband of Bellona|CEbfec8e8a85|CLf4c16fcffe|TLdfccc06f14||2|**Action** - {r}{r}, destroy this: The next time you attack this turn, you may **charge** your hero's soul. If a yellow card is **charged** this way, draw a card. **Go again**  **Temper**|Light, Warrior, Equipment, Head
EG397d046da7|Apex Bonebreaker|CE70b04bd474|CL48a111b581|||2|When this defends together with a card with 6 or more {p}, create a Might token.  **Temper**|Brute, Equipment, Arms
EGc7d4578dc2|Aurum Aegis|CE9ffe2dd666|CL8060afda51|||2|**Victor Specialization**  This counts as a Gold.  **Temper**|Guardian, Equipment, Off-Hand
EG89333c38f9|Balance of Justice|CE63d5d8b955|CL46a808cfd5|||2|**Instant** - Destroy this: Draw a card. Activate this only if an opponent has drawn 2 or more cards this turn.  **Guardwell**|Generic, Equipment, Head
EG709e80165c|Beckon Applause|CE04790a7f1a|CLf4c16fcffe|||0|If you control an Agility token, this gets +1{d}.  If you control a Vigor token, this gets +1{d}.  **Temper**|Warrior, Equipment, Arms
EG356cdcfecf|Bloodied Oval|CE9aad147b95|CL46a808cfd5|||*|Bloodied Oval's {d} is equal to the number of opposing heroes with greater {h} than you.  **Blade Break**|Generic, Equipment, Off-Hand
EGc47612b0fb|Confront Adversity|CE33da5ae9ab|CL46a808cfd5|||2|This may only defend an attack if the attack's controller has destroyed a Vigor token this turn.  **Blade Break**|Generic, Equipment, Chest
EG68cb495af6|Embrace Adversity|CEa9985e1d27|CL46a808cfd5|||2|This may only defend an attack if the attack's controller has destroyed a Might token this turn.  **Blade Break**|Generic, Equipment, Arms
EGf2d0ad6846|Evo Magneto|CEfae0904c1e|CLc2defff067||1|2|If you have a base arms equipped, transform it into this, then equip this.  When this defends, you may destroy a card under it. If you do, gain control of target item with cost 0 or 1 controlled by the attacking hero.  **Temper**|Mechanologist, Action, Equipment, Evo, Arms
EG409f8e72e8|Face Adversity|CE68a9bd1388|CL46a808cfd5|||2|This may only defend an attack if the attack's controller has drawn a card this turn.  **Blade Break**|Generic, Equipment, Head
EGf02e502a1f|Flat Trackers|CE5b9a05651b|CL48a111b581, CLf4c16fcffe|||1|Action - Destroy this: Create an Agility token. **Go again**  **Blade Break**|Brute, Warrior, Equipment, Legs
EGc10eeb2555|Gauntlet of Might|CEcd7dda992a|CL48a111b581, CL8060afda51|||1|Action - Destroy this: Create a Might token. **Go again**  **Blade Break**|Brute, Guardian, Equipment, Arms
EGe446c791ce|Gauntlets of Iron Will|CE7158cadfe7|CL8060afda51|||2|When this defends, the next time an attack would gain {p} this chain link, instead it gains that much minus 1.  **Temper**|Guardian, Equipment, Arms
EG043ee664ab|Glory Seeker|CE88caa849a3|CL46a808cfd5||||**Instant** - {r}{r}{r}, destroy this: Draw a card.|Generic, Equipment, Head
EG32d19fc697|Golden Glare|CE94ebd39a0f|CL8060afda51|||2|**Victor Specialization**  When this defends together with 2 or more yellow cards, create a Gold token.  **Blade Break**|Guardian, Equipment, Head
EG5e2676ce90|Good Time Chapeau|CEcc2c502e76|CL8060afda51|||2|"**Betsy Specialization**  **Action** - Destroy a Gold you control: Your next attack this turn gets ""When this attacks a hero, **wager** a Might and a Vigor token with them."" **Go again**  **Temper**"|Guardian, Equipment, Head
EG1b06eb16ca|Grains of Bloodspill|CE403b5205f2|CLf4c16fcffe|||2|Whenever a weapon attack you control hits, you may pay {r}. If you do, create a Vigor token.   **Temper**|Warrior, Equipment, Chest
EG9264e601b1|Grandstand Legplates|CE79892e2111|CL46a808cfd5|||*|Grandstand Legplates' {d} is equal to the number of opposing heroes with greater {h} than you.  **Blade Break**|Generic, Equipment, Legs
EG1bf6af7d8e|Headliner Helm|CE2f21c0297c|CL46a808cfd5|||*|Headliner Helm's {d} is equal to the number of opposing heroes with greater {h} than you.  **Blade Break**|Generic, Equipment, Head
EG8667d83dd8|Hood of Red Sand|CEe46ac53dc3|CLf4c16fcffe|||1|"**Kassai Specialization**  **Attack Reaction** - {r}, banish a red and yellow card from your graveyard, destroy this: Target sword attack gets ""When this hits, draw a card.""  **Battleworn**"|Warrior, Equipment, Head
EG59e65706e7|Knucklehead|CEb8a750f3cf|CL48a111b581|||2|**Kayo Specialization**   Action - Destroy this: Roll a 6-sided die. Until end of turn, your base {i} is the number rolled.  **Temper**|Brute, Equipment, Head
EGc9e2157640|Monstrous Veil|CE69bd70b38c|CL48a111b581|||1|**Rhinar Specialization**  **Action** - Destroy this: Draw a card then discard a random card. **Go again**  **Battleworn**|Brute, Equipment, Head
EG21b37384ee|Overcome Adversity|CE30e24a3f9f|CL46a808cfd5|||2|This may only defend an attack if the attack's controller has destroyed an Agility token this turn.  **Blade Break**|Generic, Equipment, Legs
EGdaaef190c2|Prized Galea|CEc8c0adafb1|CLf4c16fcffe|||2|**Olympia Specialization**  **Attack Reaction** - {r}, destroy this: Target weapon attack you control **wagers** a Gold token with the defending hero.  **Temper**|Warrior, Equipment, Head
EG2d88c64555|Raw Meat|CEfaa489f92a|CL48a111b581|||0|If you control an Agility token, this gets +1{d}.  If you control a Might token, this gets +1{d}.  **Temper**|Brute, Equipment, Chest
EG1cac63b9b0|Sheltered Cove|CE88c7f635b0|CL46a808cfd5||||**Instant** - {r}{r}{r}, destroy this: The next time you would be dealt damage this turn, prevent 2 of that damage|Generic, Equipment, Head
EG6c01d555d4|Stadium Centerpiece|CE84db1f759a|CL46a808cfd5|||*|Stadium Centerpiece's {d} is equal to the number of opposing heroes with greater {h} than you.  **Blade Break**|Generic, Equipment, Chest
EGe3315fe40f|Stand Ground|CEb6d932cc97|CL8060afda51|||0|If you control a Might token, this gets +1{d}.  If you control a Vigor token, this gets +1{d}.  **Temper**|Guardian, Equipment, Legs
